Event	ID	Name			Wwise Object Path	Notes
	177509106	Play_Chomper_IDL_Growl			\Default Work Unit\Enemies\Chomper\Play_Chomper_IDL_Growl	
	350866255	Play_Chomper_SPOT			\Default Work Unit\Enemies\Chomper\Play_Chomper_SPOT	
	2580655721	Play_Chomper_IDL_Sniff			\Default Work Unit\Enemies\Chomper\Play_Chomper_IDL_Sniff	
	2881135418	Play_Chomper_IDL_Yawn			\Default Work Unit\Enemies\Chomper\Play_Chomper_IDL_Yawn	
	3278365387	Play_Chomper_IDL_Scratch			\Default Work Unit\Enemies\Chomper\Play_Chomper_IDL_Scratch	
	3548379502	Play_Chomper_RUN			\Default Work Unit\Enemies\Chomper\Play_Chomper_RUN	
	3797042435	Play_Chomper_ATK			\Default Work Unit\Enemies\Chomper\Play_Chomper_ATK	
	4000639717	Play_Chomper_WLK			\Default Work Unit\Enemies\Chomper\Play_Chomper_WLK	
	4083688974	Play_Chomper_HIT			\Default Work Unit\Enemies\Chomper\Play_Chomper_HIT	

Switch Group	ID	Name			Wwise Object Path	Notes
	3131853436	MC_Switch_Material			\Default Work Unit\MC\MC_Switch_Material	

Switch	ID	Name	Switch Group			Notes
	712897245	Mud	MC_Switch_Material			
	1684300366	Albedo	MC_Switch_Material			
	2927316363	Moss	MC_Switch_Material			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	11223627	Chomper_IDL_Scratch-004	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_IDL\Chomper_IDL_Scratch-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_IDL\Chomper_IDL_Scratch\Chomper_IDL_Scratch-004		432096
	17730691	Chomper_WLK_Albedo-006	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_WLK_Albedo\Chomper_WLK_Albedo-006_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_WLK\Chomper_WLK_Albedo\Chomper_WLK_Albedo-006		15268
	29399816	Chomper_IDL_Growl-003	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_IDL\Chomper_IDL_Growl-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_IDL\Chomper_IDL_Growl\Chomper_IDL_Growl-003		289232
	39751593	Chomper_WLK_Mud-001	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_WLK_Mud\Chomper_WLK_Mud-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_WLK\Chomper_WLK_Mud\Chomper_WLK_Mud-001		24064
	66571607	Chomper_WLK_Mud-016	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_WLK_Mud\Chomper_WLK_Mud-016_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_WLK\Chomper_WLK_Mud\Chomper_WLK_Mud-016		22150
	68259090	Chomper_WLK_Mud-015	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_WLK_Mud\Chomper_WLK_Mud-015_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_WLK\Chomper_WLK_Mud\Chomper_WLK_Mud-015		17978
	71408060	Chomper_RUN_Albedo-001	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_RUN_Albedo\Chomper_RUN_Albedo-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_RUN\Chomper_RUN_Albedo\Chomper_RUN_Albedo-001		16298
	76296863	Chomper_WLK_Albedo-004	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_WLK_Albedo\Chomper_WLK_Albedo-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_WLK\Chomper_WLK_Albedo\Chomper_WLK_Albedo-004		30860
	134483716	Chomper_RUN_Mud-010	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_RUN_Mud\Chomper_RUN_Mud-010_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_RUN\Chomper_RUN_Mud\Chomper_RUN_Mud-010		22150
	156271689	Chomper_RUN_Mud-014	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_RUN_Mud\Chomper_RUN_Mud-014_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_RUN\Chomper_RUN_Mud\Chomper_RUN_Mud-014		22150
	161631539	Chomper_RUN_Mud-015	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_RUN_Mud\Chomper_RUN_Mud-015_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_RUN\Chomper_RUN_Mud\Chomper_RUN_Mud-015		22150
	209169410	Chomper_WLK_Albedo-005	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_WLK_Albedo\Chomper_WLK_Albedo-005_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_WLK\Chomper_WLK_Albedo\Chomper_WLK_Albedo-005		29806
	225482934	Chomper_IDL_Yawn-004	C:\Users\MELVIN\Desktop\Tp_07_AdventureGame\Tp_07_AdventureGame_WwiseProject\.cache\Mac\SFX\Chomper_IDL\Chomper_IDL_Yawn-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Chomper\Chomper\Chomper_IDL\Chomper_IDL_Yawn\Chomper_IDL_Yawn-004		166300
